src_id,direction,geom_points,os_speed
osgb4000000025927814,-1,"((-3.4119059740514199, 50.642082556922084), (-3.4119497353252299, 50.642126993104483))",40.0
osgb4000000025927814,1,"((-3.4120840982702703, 50.641907138101374), (-3.4121278595440803, 50.641951574283773))",40.0
osgb4000000025927813,1,"((-3.4111031593806573, 50.639648437102061), (-3.4113860046022975, 50.640326713945761))",40.0
osgb4000000025927813,-1,"((-3.4108724179224614, 50.639744657575299), (-3.4111552631441016, 50.640422934419))",40.0
osgb4000000025933774,1,"((-3.4068892846141017, 50.706181019858846), (-3.4063180299204316, 50.706070157377447))",40.0
osgb4000000025933774,-1,"((-3.4069369130974656, 50.705935598735934), (-3.4063656584037956, 50.705824736254534))",40.0
osgb4000000025939085,-1,"((-3.4074793085169661, 50.706046156132444), (-3.4069378349789861, 50.705935782143939))",40.0
osgb4000000025939085,1,"((-3.4074293753298011, 50.706291118735344), (-3.406887901791821, 50.706180744746838))",40.0
osgb4000000025944029,1,"((-3.4139651301459391, 50.707757576917665), (-3.4138167350494988, 50.707755312277868))",40.0
osgb4000000025944029,-1,"((-3.4139689449218076, 50.707507606024386), (-3.4138205498253673, 50.707505341384589))",40.0
osgb4000000025939086,-1,"((-3.4135007602368304, 50.707494449355927), (-3.4133096657355901, 50.707479985497926))",40.0
osgb4000000025939086,1,"((-3.413481891818305, 50.707743736304607), (-3.4132907973170648, 50.707729272446606))",40.0
osgb4000000025927878,-1,"((-3.4133173316118182, 50.707480864265655), (-3.412350397977888, 50.707332029881357))",40.0
osgb4000000025927878,1,"((-3.4132792985027227, 50.707727954295017), (-3.4123123648687925, 50.707579119910719))",40.0
osgb4000000025927880,-1,"((-3.3991125575327414, 50.70473105291709), (-3.3987819875317311, 50.704675314951594))",40.0
osgb4000000025927880,1,"((-3.3990709913316386, 50.704977573202108), (-3.3987404213306283, 50.704921835236611))",40.0
osgb4000000025947058,1,"((-3.3901979714325963, 50.704611743314551), (-3.3899977421615661, 50.704641111232654))",40.0
osgb4000000025947058,-1,"((-3.3901616917267692, 50.704364389755966), (-3.389961462455739, 50.704393757674069))",40.0
osgb4000000025927886,1,"((-3.3900015958841769, 50.704640494687339), (-3.3892773891051169, 50.704766041717541))",40.0
osgb4000000025927886,-1,"((-3.3899588933073317, 50.704394168704276), (-3.3892346865282716, 50.704519715734477))",40.0
osgb4000000025930098,1,"((-3.3869410188273581, 50.705179834999662), (-3.3865613716048477, 50.70527272864296))",40.0
osgb4000000025930098,-1,"((-3.386881600637945, 50.704936998678726), (-3.3865019534154346, 50.705029892322024))",40.0
osgb4000000025944042,1,"((-3.3805386419522625, 50.705885899705493), (-3.3801062743762724, 50.705919798822997))",40.0
osgb4000000025944042,-1,"((-3.3805191010531588, 50.705636664568999), (-3.3800867334771687, 50.705670563686503))",40.0
osgb4000000025930097,1,"((-3.3837897906138159, 50.705678433610572), (-3.3832186340752761, 50.705712193496872))",40.0
osgb4000000025930097,-1,"((-3.3837750393749562, 50.705428869188125), (-3.3832038828364164, 50.705462629074425))",40.0
osgb4000000025927888,-1,"((-3.3800870233058937, 50.705670541386716), (-3.3790130746353237, 50.705751602391416))",40.0
osgb4000000025927888,1,"((-3.3801058396331847, 50.705919832272684), (-3.3790318909626147, 50.706000893277384))",40.0
osgb4000000025933792,-1,"((-3.3739838927794632, 50.706032036997215), (-3.3737714788437234, 50.706032742401014))",40.0
osgb4000000025933792,1,"((-3.3739847229979549, 50.706282035618685), (-3.3737723090622151, 50.706282741022484))",40.0
osgb4000000025939105,-1,"((-3.3725957979588754, 50.706044647633234), (-3.3720936813022555, 50.706034246558239))",40.0
osgb4000000025939105,1,"((-3.372590620454762, 50.706294594014388), (-3.3720885037981421, 50.706284192939393))",40.0
osgb4000000025927894,1,"((-3.3685706737575005, 50.70654276220511), (-3.3666116587378005, 50.706983852455409))",40.0
osgb4000000025927894,-1,"((-3.3685157587528667, 50.70629886808409), (-3.3665567437331667, 50.706739958334389))",40.0
osgb4000000025930100,-1,"((-3.36425657953734, 50.707224618516712), (-3.3641646585652198, 50.707244436323911))",40.0
osgb4000000025930100,1,"((-3.3643092679579651, 50.707469003316433), (-3.364217346985845, 50.707488821123633))",40.0
osgb4000000025948644,-1,"((-3.3620806664909186, 50.707689704631107), (-3.3619992449925387, 50.707696070092503))",40.0
osgb4000000025948644,1,"((-3.3621001518156466, 50.707938944118588), (-3.3620187303172666, 50.707945309579983))",40.0
osgb4000000025926621,-1,"((-3.3619957502254132, 50.707696405126612), (-3.3616959478958131, 50.707730467241213))",40.0
osgb4000000025926621,1,"((-3.3620239724679548, 50.707944807028831), (-3.3617241701383547, 50.707978869143432))",40.0
osgb4000000025939362,1,"((-3.3497235655672051, 50.706013961957666), (-3.3496297636309054, 50.705978751811365))",40.0
osgb4000000025939362,-1,"((-3.3498114217195463, 50.705779907911563), (-3.3497176197832466, 50.705744697765262))",40.0
osgb4000000025928033,-1,"((-3.3549826455081408, 50.706641818735449), (-3.3545548199246107, 50.70655317282705))",40.0
osgb4000000025928033,1,"((-3.3549319226288139, 50.706886619040823), (-3.3545040970452837, 50.706797973132424))",40.0
osgb4000000025974519,-1,"((-3.3371638111312363, 50.699876989319158), (-3.3367160817386261, 50.69973636403536))",40.0
osgb4000000025974519,1,"((-3.3370888979567459, 50.70011550140751), (-3.3366411685641357, 50.699974876123711))",40.0
osgb4000000025928031,1,"((-3.3201888171735563, 50.698141861313403), (-3.3198640028045361, 50.698172519977803))",40.0
osgb4000000025928031,-1,"((-3.3201653245252127, 50.697892967570063), (-3.3198405101561925, 50.697923626234463))",40.0
osgb4000000025934041,-1,"((-3.3161987679018332, 50.697941532627389), (-3.3159229328459934, 50.697914646383694))",40.0
osgb4000000025934041,1,"((-3.3161745147971997, 50.698190353420159), (-3.3158986797413599, 50.698163467176464))",40.0
osgb5000005120529406,-1,"((-3.3052446218879612, 50.697546505417385), (-3.3049684871301608, 50.697646733105188))",40.0
osgb5000005120529406,1,"((-3.3053299186220335, 50.697781504283675), (-3.3050537838642331, 50.697881731971478))",40.0
osgb4000000025934047,1,"((-3.3104330777031099, 50.698627343752847), (-3.3102053369551498, 50.698584938612548))",40.0
osgb4000000025934047,-1,"((-3.3104788409482935, 50.698381567990438), (-3.3102511002003334, 50.698339162850139))",40.0
osgb4000000025972556,1,"((-3.307465114465844, 50.698288682866256), (-3.3072510332623337, 50.698228132405553))",40.0
osgb4000000025972556,-1,"((-3.3075331549657041, 50.698048120004664), (-3.3073190737621938, 50.697987569543962))",40.0
osgb4000000025926708,-1,"((-3.3151154811002916, 50.697940240312299), (-3.3148261504659517, 50.6979709971625))",40.0
osgb4000000025926708,1,"((-3.3151419080690623, 50.698188839619057), (-3.3148525774347224, 50.698219596469258))",40.0
osgb4000000025930308,-1,"((-3.3049711239751973, 50.697645817462146), (-3.3049430629534475, 50.697655124853746))",40.0
osgb4000000025930308,1,"((-3.3050498285966783, 50.697883105436041), (-3.3050217675749285, 50.697892412827642))",40.0
osgb4000000025928037,-1,"((-3.3000019117894794, 50.699287402149864), (-3.2994306927970496, 50.699460640923562))",40.0
osgb4000000025928037,1,"((-3.3000744681492806, 50.699526641725711), (-3.2995032491568508, 50.699699880499409))",40.0
osgb4000000025939373,1,"((-3.2987128024082417, 50.699901464335724), (-3.298445081242162, 50.699949413227827))",40.0
osgb4000000025939373,-1,"((-3.298668728672955, 50.699655379988684), (-3.2984010075068753, 50.699703328880787))",40.0
osgb5000005120529248,-1,"((-3.2936488687120313, 50.700138076739222), (-3.2933474157215912, 50.700132726235118))",40.0
osgb5000005120529248,1,"((-3.2936444321483784, 50.700388037369926), (-3.2933429791579383, 50.700382686865822))",40.0
osgb4000000025934057,-1,"((-3.2980351472020089, 50.699762552653041), (-3.2977622054799491, 50.699823535354646))",40.0
osgb4000000025934057,1,"((-3.2980896600238365, 50.700006536980929), (-3.2978167183017768, 50.700067519682534))",40.0
osgb4000000025944243,-1,"((-3.2969654487884927, 50.699967244275051), (-3.2968921345582025, 50.699970623214156))",40.0
osgb4000000025944243,1,"((-3.296976958682686, 50.700216979179167), (-3.2969036444523958, 50.700220358118273))",40.0
osgb4000000025934058,1,"((-3.2966024545910195, 50.700241036004918), (-3.2963342333981296, 50.700270999305722))",40.0
osgb4000000025934058,-1,"((-3.2965746994474032, 50.699992581477886), (-3.2963064782545133, 50.70002254477869))",40.0
osgb4000000025939380,1,"((-3.2955704629244398, 50.700334202860184), (-3.2953864338061698, 50.700336248557186))",40.0
osgb4000000025939380,-1,"((-3.29556768405629, 50.700084218304873), (-3.29538365493802, 50.700086264001875))",40.0
osgb4000000025939381,1,"((-3.291404048133046, 50.700551225428569), (-3.2908366224604859, 50.700631633244669))",40.0
osgb4000000025939381,-1,"((-3.291368971973919, 50.700303698332959), (-3.2908015463013589, 50.700384106149059))",40.0
osgb4000000025930309,-1,"((-3.2928920549467535, 50.700113049105703), (-3.2926820533139036, 50.700119137812202))",40.0
osgb4000000025930309,1,"((-3.2928993003058196, 50.700362944093193), (-3.2926892986729697, 50.700369032799692))",40.0
osgb4000000025944250,1,"((-3.2872102674168002, 50.701437124013808), (-3.28682134683759, 50.701441419037309))",40.0
osgb4000000025944250,-1,"((-3.2872075067235831, 50.701187139257129), (-3.2868185861443728, 50.701191434280631))",40.0
osgb4000000025928041,1,"((-3.2904910011537294, 50.70069100231148), (-3.2902806373271396, 50.700736579554281))",40.0
osgb4000000025928041,-1,"((-3.2904380645767968, 50.700446671145187), (-3.290227700750207, 50.700492248387988))",40.0
osgb4000000025939392,1,"((-3.2868188634070781, 50.70144142590344), (-3.2866347034250283, 50.701440410534737))",40.0
osgb4000000025939392,-1,"((-3.2868202417647141, 50.701191429703208), (-3.2866360817826643, 50.701190414334505))",40.0
osgb4000000025939543,-1,"((-3.2356279876760605, 50.694833563141508), (-3.2356508860896507, 50.695166065817808))",40.0
osgb4000000025939543,1,"((-3.2358773969459844, 50.694816387109483), (-3.2359002953595746, 50.695148889785784))",40.0
osgb4000000025939450,-1,"((-3.2385539236054526, 50.682868868742446), (-3.2385558255212326, 50.682803477385647))",40.0
osgb4000000025939450,1,"((-3.2383040292814713, 50.682861600534821), (-3.2383059311972513, 50.682796209178022))",40.0
osgb4000000025939451,1,"((-3.2382111958312287, 50.68307957197522), (-3.2383040997424488, 50.682844762966319))",40.0
osgb4000000025939451,-1,"((-3.238443661481464, 50.683171548719351), (-3.2385365653926841, 50.682936739710449))",40.0
osgb4000000025934126,-1,"((-3.238147530021148, 50.683737576786164), (-3.238202242368748, 50.683665050350967))",40.0
osgb4000000025934126,1,"((-3.2379479502085529, 50.683587018165007), (-3.2380026625561529, 50.683514491729809))",40.0
osgb4000000025978513,1,"((-3.2373226542959035, 50.684854421177135), (-3.2373574954617435, 50.684779785849734))",40.0
osgb4000000025978513,-1,"((-3.2375491868819148, 50.684960170822407), (-3.2375840280477548, 50.684885535495006))",40.0
osgb4000000025944279,-1,"((-3.2380178831812416, 50.683880828296651), (-3.2381416964949317, 50.683744615786154))",40.0
osgb4000000025944279,1,"((-3.237832887184187, 50.683712672175517), (-3.2379567004978771, 50.683576459665019))",40.0
osgb4000000025944277,1,"((-3.2375572637426133, 50.684040321380451), (-3.2375591036998435, 50.684037621882254))",40.0
osgb4000000025944277,-1,"((-3.2377638422929573, 50.684181123733197), (-3.2377656822501875, 50.684178424235))",40.0
osgb4000000025934124,-1,"((-3.2374438266115151, 50.685442579143889), (-3.2374479004537653, 50.685404261096785))",40.0
osgb4000000025934124,1,"((-3.2371952276463776, 50.685416148961664), (-3.2371993014886278, 50.685377830914561))",40.0
osgb4000000025939452,-1,"((-3.2374064059438532, 50.685755098599934), (-3.2374105280157535, 50.685720764003534))",40.0
osgb4000000025939452,1,"((-3.2371581883768954, 50.6857252986091), (-3.2371623104487957, 50.6856909640127))",40.0
osgb4000000025934125,-1,"((-3.237501601522021, 50.686868075208395), (-3.2373866077346212, 50.686643640525695))",40.0
osgb4000000025934125,1,"((-3.237279106546493, 50.686982075146396), (-3.2371641127590931, 50.686757640463696))",40.0
osgb4000000025939475,-1,"((-3.2376292046091995, 50.68714247073715), (-3.2376141057693792, 50.687106658548245))",40.0
osgb4000000025939475,1,"((-3.2373988418567761, 50.687239594381523), (-3.2373837430169559, 50.687203782192618))",40.0
osgb4000000025939453,-1,"((-3.2373430075034948, 50.686281436050741), (-3.2374028878544747, 50.685867116019843))",40.0
osgb4000000025939453,1,"((-3.2370955782985336, 50.686245675897887), (-3.2371554586495135, 50.685831355866988))",40.0
osgb4000000025982541,1,"((-3.2373380448290829, 50.687860485909795), (-3.2373777151769128, 50.687780457417794))",40.0
osgb4000000025982541,-1,"((-3.2375620353134451, 50.687971518620806), (-3.2376017056612749, 50.687891490128806))",40.0
osgb4000000025934150,-1,"((-3.2367047802456677, 50.689121593254754), (-3.2367138855896678, 50.689105533822456))",40.0
osgb4000000025934150,1,"((-3.2364873037425483, 50.688998288872867), (-3.2364964090865485, 50.688982229440569))",40.0
osgb4000000025934151,1,"((-3.2361374649566956, 50.690023773143501), (-3.2362537345909859, 50.689599862508103))",40.0
osgb4000000025934151,-1,"((-3.2363785607149196, 50.690089900561162), (-3.2364948303492098, 50.689665989925764))",40.0
osgb4000000025939478,-1,"((-3.2376330959379493, 50.687805616366717), (-3.2376426785111194, 50.687758759301019))",40.0
osgb4000000025939478,1,"((-3.2373881653304517, 50.687755526472422), (-3.2373977479036218, 50.687708669406724))",40.0
osgb4000000025934149,-1,"((-3.237264994122909, 50.692000771642611), (-3.2372500995455091, 50.691944255083911))",40.0
osgb4000000025934149,1,"((-3.2370232484526862, 50.692064482167083), (-3.2370083538752863, 50.692007965608383))",40.0
osgb4000000025944293,-1,"((-3.2362867943200206, 50.690349931050598), (-3.2362980698266703, 50.690289854249997))",40.0
osgb4000000025944293,1,"((-3.2360410845051195, 50.690303815035364), (-3.2360523600117692, 50.690243738234763))",40.0
osgb4000000025939477,-1,"((-3.2363172815655448, 50.690579246746907), (-3.2362906019025446, 50.690493357617513))",40.0
osgb4000000025939477,1,"((-3.2360785347518082, 50.690653408454885), (-3.236051855088808, 50.690567519325491))",40.0
osgb4000000025939476,-1,"((-3.2364602681547714, 50.690895945284474), (-3.2363608097172816, 50.69070149885377))",40.0
osgb4000000025939476,1,"((-3.2362376941483428, 50.691009790845044), (-3.236138235710853, 50.690815344414339))",40.0
osgb4000000025944294,-1,"((-3.2366576770744717, 50.691209582670027), (-3.2366219267389615, 50.691156201108228))",40.0
osgb4000000025944294,1,"((-3.236449957033892, 50.691348695518968), (-3.2364142066983819, 50.69129531395717))",40.0
osgb4000000025926725,-1,"((-3.2862188259380174, 50.701287322615904), (-3.2856137849873375, 50.701428895951508))",40.0
osgb4000000025926725,1,"((-3.2862757848514486, 50.701530747516394), (-3.2856707439007686, 50.701672320851998))",40.0
osgb4000000025928088,-1,"((-3.2745659292600009, 50.698666919087721), (-3.2745378432117112, 50.698682856349023))",40.0
osgb4000000025928088,1,"((-3.2746893103279233, 50.698884352093671), (-3.2746612242796336, 50.698900289354974))",40.0
osgb4000000025930383,-1,"((-3.2704347491463843, 50.700649640896835), (-3.2700103967801244, 50.700793138198534))",40.0
osgb4000000025930383,1,"((-3.2705148332662235, 50.700886466853497), (-3.2700904808999636, 50.701029964155197))",40.0
osgb4000000025981027,1,"((-3.2668071545793693, 50.702105072694728), (-3.2660926586072994, 50.702358762922429))",40.0
osgb4000000025981027,-1,"((-3.26672350543882, 50.701869482327176), (-3.26600900946675, 50.702123172554877))",40.0
osgb4000000025934179,1,"((-3.2642951099303263, 50.702852373956404), (-3.2638157052160266, 50.702929518660902))",40.0
osgb4000000025934179,-1,"((-3.2642553914634989, 50.702605549234399), (-3.2637759867491991, 50.702682693938897))",40.0
osgb4000000025939491,-1,"((-3.2660102398894937, 50.702122744682811), (-3.2655191070216936, 50.70228995537191))",40.0
osgb4000000025939491,1,"((-3.2660908129731845, 50.702359404730529), (-3.2655996801053844, 50.702526615419629))",40.0
osgb4000000025934178,1,"((-3.265401754643412, 50.702583107097368), (-3.265233323489622, 50.702638894494264))",40.0
osgb4000000025934178,-1,"((-3.2653231496989754, 50.702345786085424), (-3.2651547185451855, 50.702401573482319))",40.0
osgb4000000025926730,1,"((-3.2464355500238553, 50.700197613530911), (-3.2474438644193255, 50.700208570337814))",40.0
osgb4000000025926730,-1,"((-3.246432833569513, 50.700447598772222), (-3.2474411479649832, 50.700458555579125))",40.0
osgb4000000025928090,-1,"((-3.2558359939365404, 50.701370233281978), (-3.2558448491522105, 50.701374121810481))",40.0
osgb4000000025928090,1,"((-3.2559365103682394, 50.701141330580029), (-3.2559453655839095, 50.701145219108533))",40.0
osgb4000000025930398,1,"((-3.2628814175107723, 50.703022122055188), (-3.262655145816852, 50.703033566879192))",40.0
osgb4000000025930398,-1,"((-3.2628687886529852, 50.702772441235041), (-3.2626425169590649, 50.702783886059045))",40.0
osgb4000000025939540,1,"((-3.2367318978620849, 50.693175776178833), (-3.236603554431305, 50.693273247584429))",40.0
osgb4000000025939540,-1,"((-3.2365806954933434, 50.692976683628281), (-3.2364523520625634, 50.693074155033877))",40.0
osgb4000000025944321,1,"((-3.2364587387048904, 50.693415909921647), (-3.2363483407226603, 50.693524998603344))",40.0
osgb4000000025944321,-1,"((-3.2362830196594068, 50.693238081866902), (-3.2361726216771767, 50.693347170548599))",40.0
osgb4000000025930404,-1,"((-3.2370683928686841, 50.692030659641809), (-3.2370702543925245, 50.692072889588111))",40.0
osgb4000000025930404,1,"((-3.2373181503340231, 50.692019650168277), (-3.2373200118578636, 50.692061880114579))",40.0
osgb4000000025947212,1,"((-3.2362158128507925, 50.693684353826939), (-3.2361789887980623, 50.693738280479536))",40.0
osgb4000000025947212,-1,"((-3.2360093556427052, 50.693543373611206), (-3.235972531589975, 50.693597300263804))",40.0
osgb4000000025939542,-1,"((-3.2359697062433259, 50.693601678560889), (-3.235897785472416, 50.69371977466249))",40.0
osgb4000000025939542,1,"((-3.2361832268180364, 50.693731713033912), (-3.2361113060471265, 50.693849809135514))",40.0
osgb4000000025934219,-1,"((-3.235673899459631, 50.694172407489617), (-3.2356574264122209, 50.694270193523813))",40.0
osgb4000000025934219,1,"((-3.2359204258678784, 50.694213937358832), (-3.2359039528204683, 50.694311723393028))",40.0
osgb4000000025934216,1,"((-3.2359005980076927, 50.695155254047869), (-3.2359017795898226, 50.69520020712357))",40.0
osgb4000000025934216,-1,"((-3.2356506843242383, 50.695161822976416), (-3.2356518659063682, 50.695206776052117))",40.0
osgb4000000025934217,1,"((-3.2359487430186245, 50.695913547004622), (-3.2359728243032846, 50.696291002664019))",40.0
osgb4000000025934217,-1,"((-3.23569925025935, 50.695929464387255), (-3.2357233315440102, 50.696306920046652))",40.0
osgb4000000025934215,-1,"((-3.2357515971113524, 50.697099312417336), (-3.2357484581611522, 50.697144724979431))",40.0
osgb4000000025934215,1,"((-3.236001002033122, 50.697116551471751), (-3.2359978630829218, 50.697161964033846))",40.0
osgb4000000025934218,-1,"((-3.2355710450136694, 50.697615817771911), (-3.2355172581193594, 50.697724305469706))",40.0
osgb4000000025934218,1,"((-3.2357950279076957, 50.697726865793882), (-3.2357412410133857, 50.697835353491676))",40.0
osgb4000000025939541,-1,"((-3.2357316714852358, 50.696626843039191), (-3.2357328532063359, 50.696671796102187))",40.0
osgb4000000025939541,1,"((-3.2359815851483464, 50.69662027333672), (-3.2359827668694465, 50.696665226399716))",40.0
osgb4000000025944331,1,"((-3.234926414471377, 50.69890949300617), (-3.2348714435549271, 50.698973027251171))",40.0
osgb4000000025944331,-1,"((-3.2347373566324817, 50.698745916927379), (-3.2346823857160318, 50.69880945117238))",40.0
osgb4000000025939569,1,"((-3.2353915479433812, 50.698367215341953), (-3.2350888587049411, 50.698703168649253))",40.0
osgb4000000025939569,-1,"((-3.2352058154978458, 50.698199873002196), (-3.2349031262594057, 50.698535826309495))",40.0
osgb4000000025982537,1,"((-3.245161882019342, 50.700516757142012), (-3.2448955139260516, 50.700544162982915))",40.0
osgb4000000025982537,-1,"((-3.245136295314889, 50.700268069947818), (-3.2448699272215986, 50.700295475788721))",40.0
osgb4000000025939568,1,"((-3.237811444019902, 50.701938538309214), (-3.2374635286394118, 50.701984887330511))",40.0
osgb4000000025939568,-1,"((-3.2377784308706654, 50.701690727631529), (-3.2374305154901752, 50.701737076652826))",40.0
osgb4000000025944330,1,"((-3.2388468402927941, 50.701715795718947), (-3.2386592347522942, 50.701768861653647))",40.0
osgb4000000025944330,-1,"((-3.2387787952604374, 50.701475234139366), (-3.2385911897199375, 50.701528300074067))",40.0
osgb4000000025939567,-1,"((-3.2385875988135964, 50.701529388958186), (-3.2385102189754562, 50.701554447774086))",40.0
osgb4000000025939567,1,"((-3.238664621111806, 50.701767228327469), (-3.2385872412736658, 50.70179228714337))",40.0
osgb4000000025959537,-1,"((-3.2315812955264422, 50.701292683187674), (-3.2316327246769623, 50.701256922694874))",40.0
osgb4000000025959537,1,"((-3.2314385732671114, 50.701087426380987), (-3.2314900024176314, 50.701051665888187))",40.0
osgb4000000025930430,1,"((-3.2346161352868843, 50.699219984582392), (-3.2345467714290943, 50.699274678029887))",40.0
osgb4000000025930430,-1,"((-3.2344613419176773, 50.699023671024911), (-3.2343919780598873, 50.699078364472406))",40.0
osgb4000000025939583,1,"((-3.2322680848339691, 50.700526633587721), (-3.232380683108989, 50.700444316016224))",40.0
osgb4000000025939583,-1,"((-3.2324156289577042, 50.700728452148688), (-3.232528227232724, 50.700646134577191))",40.0
osgb4000000025979611,1,"((-3.2284169552054247, 50.703207799992732), (-3.2284724586412645, 50.703206918175731))",40.0
osgb4000000025979611,-1,"((-3.2284209266070008, 50.703457768446683), (-3.2284764300428406, 50.703456886629681))",40.0
osgb4000000025928103,1,"((-3.2370805778830287, 50.702054198190162), (-3.2359945943105988, 50.70229115073986))",40.0
osgb4000000025928103,-1,"((-3.2370272838214307, 50.701809944750067), (-3.2359413002490007, 50.702046897299766))",40.0
osgb4000000025934271,1,"((-3.2290033089382106, 50.702630011934481), (-3.2290726843099904, 50.702575321626881))",40.0
osgb4000000025934271,-1,"((-3.229158080984543, 50.702826342303183), (-3.2292274563563228, 50.702771651995583))",40.0
osgb4000000025930428,-1,"((-3.2306940131380686, 50.703321988786982), (-3.2309315849833484, 50.703295585130284))",40.0
osgb4000000025930428,1,"((-3.2306663982468473, 50.703073518632273), (-3.2309039700921272, 50.703047114975575))",40.0
osgb4000000025934270,1,"((-3.2338891662723843, 50.702903990833782), (-3.2337374843096947, 50.702943295719777))",40.0
osgb4000000025934270,-1,"((-3.2338264557338268, 50.702661983833153), (-3.2336747737711371, 50.702701288719147))",40.0
osgb4000000025930448,1,"((-3.2272751551497278, 50.704777698282733), (-3.227300183517988, 50.70465153126753))",40.0
osgb4000000025930448,-1,"((-3.2275203766558977, 50.704826344073012), (-3.2275454050241579, 50.704700177057809))",40.0
osgb4000000025961224,1,"((-3.2271654104081295, 50.703281893210466), (-3.2271965685207298, 50.703283642530167))",40.0
osgb4000000025961224,-1,"((-3.2271513966484302, 50.703531500130524), (-3.2271825547610304, 50.703533249450224))",40.0
osgb4000000025939582,-1,"((-3.2279126522381132, 50.703579739786548), (-3.2279692820214931, 50.70357914311645))",40.0
osgb4000000025939582,1,"((-3.2279100183017553, 50.703329753662175), (-3.2279666480851352, 50.703329156992076))",40.0
osgb4000000025934269,1,"((-3.2282695317260002, 50.703365401194837), (-3.22826723062335, 50.703320163156533))",40.0
osgb4000000025934269,-1,"((-3.2285192089266168, 50.703352700978613), (-3.2285169078239666, 50.703307462940309))",40.0
osgb4000000025930442,1,"((-3.2218498658324037, 50.702672578172937), (-3.2216922670838839, 50.702602285628934))",40.0
osgb4000000025930442,-1,"((-3.221951701177014, 50.702444259179885), (-3.2217941024284942, 50.702373966635882))",40.0
osgb4000000025939602,1,"((-3.2238157040806867, 50.703158763580063), (-3.2234320520474968, 50.703108833124368))",40.0
osgb4000000025939602,-1,"((-3.2238479682766585, 50.702910854278784), (-3.2234643162434686, 50.702860923823089))",40.0
osgb4000000025934296,1,"((-3.2234279787760887, 50.703108246077832), (-3.2232146831081088, 50.703074512623928))",40.0
osgb4000000025934296,-1,"((-3.2234670317577407, 50.702861315187448), (-3.2232537360897608, 50.702827581733544))",40.0
osgb4000000025930441,-1,"((-3.2254828143127323, 50.703148392281363), (-3.2250785220351124, 50.703089088516862))",40.0
osgb4000000025930441,1,"((-3.2254465312356762, 50.70339574534546), (-3.2250422389580562, 50.703336441580959))",40.0
osgb4000000025928106,-1,"((-3.2190252176706489, 50.701436243928796), (-3.2189966706963689, 50.701427549418298))",40.0
osgb4000000025928106,1,"((-3.218952378956752, 50.701675397690543), (-3.218923831982472, 50.701666703180045))",40.0
osgb4000000025934302,-1,"((-3.2138610365082316, 50.699890288605687), (-3.2126418879441019, 50.69960354614679))",40.0
osgb4000000025934302,1,"((-3.2138037986206522, 50.700133648060458), (-3.2125846500565225, 50.699846905601561))",40.0
osgb4000000025944348,1,"((-3.2273430108529415, 50.705053831198541), (-3.2273322166433513, 50.705029861360941))",40.0
osgb4000000025944348,-1,"((-3.2275709635237395, 50.70495117848364), (-3.2275601693141494, 50.704927208646041))",40.0
osgb4000000025961225,1,"((-3.2275374692747199, 50.705857062353523), (-3.2275690826463799, 50.705771546695125))",40.0
osgb4000000025961225,-1,"((-3.2277719591973195, 50.705943748431984), (-3.2278035725689795, 50.705858232773586))",40.0
osgb4000000025934306,-1,"((-3.2278214617202319, 50.705686755635448), (-3.227795266762032, 50.705541649119944))",40.0
osgb4000000025934306,1,"((-3.2275754383233775, 50.705731168338588), (-3.2275492433651776, 50.705586061823084))",40.0
osgb4000000025926734,-1,"((-3.2268672281719302, 50.707321858574211), (-3.2268396150969401, 50.707349128556913))",40.0
osgb4000000025926734,1,"((-3.2270428963447295, 50.707499736883925), (-3.2270152832697394, 50.707527006866627))",40.0
osgb4000000025947220,-1,"((-3.2236277859187306, 50.713361088512706), (-3.2235884300700408, 50.71348534550561))",40.0
osgb4000000025947220,1,"((-3.2238661171683543, 50.713436575037683), (-3.2238267613196645, 50.713560832030588))",40.0
osgb4000000025930465,1,"((-3.1989111575259153, 50.69921308717575), (-3.1986686667850051, 50.699143636917547))",40.0
osgb4000000025930465,-1,"((-3.1989799909924899, 50.698972750008672), (-3.1987375002515797, 50.698903299750469))",40.0
osgb4000000025926740,-1,"((-3.212409375818551, 50.699543502911496), (-3.212298433599261, 50.699529332776095))",40.0
osgb4000000025926740,1,"((-3.2123777017935735, 50.699791488306509), (-3.2122667595742835, 50.699777318171108))",40.0
osgb4000000025928123,1,"((-3.1909643990255367, 50.700076097130157), (-3.1909363136609268, 50.700085377212758))",40.0
osgb4000000025928123,-1,"((-3.1908859638728253, 50.699838719947557), (-3.1908578785082153, 50.699848000030158))",40.0
osgb4000000025977813,-1,"((-3.174958951835805, 50.709178137998776), (-3.1749432162144546, 50.709184348967575))",40.0
osgb4000000025977813,1,"((-3.1750507375792929, 50.7094106791291), (-3.1750350019579425, 50.709416890097899))",40.0
osgb4000000025976723,-1,"((-3.1663710576857205, 50.714435341214589), (-3.1665518027781405, 50.714298636694785))",40.0
osgb4000000025976723,1,"((-3.1662202500185437, 50.714235949520877), (-3.1664009951109637, 50.714099245001073))",40.0
osgb4000000025930484,-1,"((-3.1712226059568098, 50.711227452973006), (-3.1710971819320597, 50.711309650855107))",40.0
osgb4000000025930484,1,"((-3.1713596399556603, 50.711436550278485), (-3.1712342159309101, 50.711518748160586))",40.0
osgb4000000025939626,1,"((-3.1720659882353193, 50.710980970431976), (-3.1719679897337993, 50.711026921124976))",40.0
osgb4000000025939626,-1,"((-3.1719598534537203, 50.710754618033853), (-3.1718618549522004, 50.710800568726853))",40.0
