src_id,direction,geom_points,os_speed
osgb4000000021616004,1,"((-3.4189064599354904, 51.012902715618864), (-3.4193619790754601, 51.01287495109797))",37.5
osgb4000000021616004,-1,"((-3.4189216695546567, 51.013152252524918), (-3.4193771886946265, 51.013124488004024))",37.5
osgb4000000021062797,-1,"((-3.8840504101743774, 50.843043452310695), (-3.8840682023902575, 50.8430422475992))",37.5
osgb4000000021062797,1,"((-3.8840335213369586, 50.842794023428702), (-3.8840513135528387, 50.842792818717207))",37.5
osgb4000000020918117,1,"((-3.4430227332023682, 51.008205678946055), (-3.4431962372090084, 51.008130414596053))",37.5
osgb4000000020918117,-1,"((-3.4431222232854712, 51.008435029601962), (-3.4432957272921114, 51.00835976525196))",37.5
osgb4000000020916987,-1,"((-3.571086779540849, 50.901071408020748), (-3.571240963415919, 50.901101617423848))",37.5
osgb4000000020916987,1,"((-3.5711348483280516, 50.900826072756878), (-3.5712890322031217, 50.900856282159978))",37.5
osgb4000000021007467,1,"((-3.4852791500538314, 50.991903346696013), (-3.4853017008171716, 50.991881297119313))",37.5
osgb4000000021007467,-1,"((-3.4854539292244788, 50.992082098595326), (-3.4854764799878191, 50.992060049018626))",37.5
osgb4000000021063367,1,"((-3.4819587884684298, 50.993773723969589), (-3.4821199116735797, 50.993687856692688))",37.5
osgb4000000021063367,-1,"((-3.4820763661217806, 50.993994349207114), (-3.4822374893269306, 50.993908481930212))",37.5
osgb4000000020922296,1,"((-3.4895088474033873, 51.011864902030865), (-3.4894466638520272, 51.011793230672865))",37.5
osgb4000000020922296,-1,"((-3.4896976804872084, 51.011701066544923), (-3.4896354969358483, 51.011629395186922))",37.5
osgb4000000021007465,1,"((-3.490937029495421, 51.014855389368762), (-3.4907454341801811, 51.014923680302161))",37.5
osgb4000000021007465,-1,"((-3.4908530936220359, 51.014619901005659), (-3.4906614983067961, 51.014688191939058))",37.5
osgb4000000020914991,1,"((-3.5425552414359425, 50.983679391001928), (-3.5426513506218327, 50.984017173184128))",37.5
osgb4000000020914991,-1,"((-3.5423147853753383, 50.983747807980215), (-3.5424108945612285, 50.984085590162415))",37.5
osgb4000000021010226,-1,"((-3.5196252569875419, 50.986968267231092), (-3.519553558044012, 50.986977311808488))",37.5
osgb4000000021010226,1,"((-3.5196565456703621, 50.98721630153986), (-3.5195848467268323, 50.987225346117256))",37.5
osgb4000000021010222,-1,"((-3.51949273727439, 50.986986104357975), (-3.5194921987284098, 50.98698619230148))",37.5
osgb4000000021010222,1,"((-3.5195330281167405, 50.987232836293529), (-3.5195324895707603, 50.987232924237034))",37.5
osgb4000000020920923,1,"((-3.549935544596674, 50.900678154034537), (-3.5498778132653341, 50.900695944579041))",37.5
osgb4000000020920923,-1,"((-3.5498619208499838, 50.900439240778475), (-3.5498041895186438, 50.900457031322979))",37.5
osgb4000000021013531,1,"((-3.5455319447920104, 50.902469657222881), (-3.5454226512234506, 50.902522553733476))",37.5
osgb4000000021013531,-1,"((-3.5454230336631762, 50.902244627522585), (-3.5453137400946164, 50.90229752403318))",37.5
osgb4000000020914445,1,"((-3.8135763466402266, 50.890299396279019), (-3.8135323336909668, 50.890291185933222))",37.5
osgb4000000020914445,-1,"((-3.8136221917552819, 50.890053635774819), (-3.8135781788060221, 50.890045425429022))",37.5
osgb4000000021057340,-1,"((-3.7405249674696557, 50.890586835151495), (-3.7403778496237754, 50.890588067132498))",37.5
osgb4000000021057340,1,"((-3.7405270609237173, 50.890836826386241), (-3.7403799430778371, 50.890838058367244))",37.5
osgb4000000020920363,1,"((-3.7802864967384351, 50.831725081308321), (-3.7793310596146852, 50.831581530092819))",37.5
osgb4000000020920363,-1,"((-3.7803236414839101, 50.831477856172292), (-3.7793682043601602, 50.831334304956791))",37.5
osgb4000000021034886,1,"((-3.5425276183875654, 50.983582308271089), (-3.5425552413996551, 50.983679390874393))",37.5
osgb4000000021034886,-1,"((-3.5422871623874403, 50.983650725461935), (-3.54231478539953, 50.983747808065239))",37.5
osgb4000000020914004,-1,"((-3.5133283817985141, 50.98837756303076), (-3.513148926670294, 50.988442011385061))",37.5
osgb4000000020914004,1,"((-3.5134128811625289, 50.988612849786612), (-3.5132334260343088, 50.988677298140914))",37.5
osgb4000000020950574,-1,"((-3.4868131790005625, 50.99103620975567), (-3.4870202728720523, 50.99089041552017))",37.5
osgb4000000021038610,-1,"((-3.4879265988143406, 50.986177813715379), (-3.4888269087641404, 50.985922569320479))",37.5
osgb4000000021038610,1,"((-3.4878584094508396, 50.985937293007943), (-3.4887587194006393, 50.985682048613043))",37.5
osgb4000000021045019,1,"((-3.4904748145643185, 51.005097039258416), (-3.4904692408592388, 51.005021885118914))",37.5
osgb4000000021045019,-1,"((-3.490724129856754, 51.005078549127056), (-3.4907185561516743, 51.005003394987554))",37.5
osgb4000000021045897,1,"((-3.5803615837280804, 50.903218649757392), (-3.5805035196775203, 50.903238293119195))",37.5
osgb4000000021045897,-1,"((-3.5803273113981797, 50.903466289429907), (-3.5804692473476196, 50.90348593279171))",37.5
osgb4000000021045898,1,"((-3.5687590811837286, 50.899109883591798), (-3.5688307588098587, 50.899126906243495))",37.5
osgb4000000021045898,-1,"((-3.5687013155960807, 50.899353118327973), (-3.5687729932222108, 50.89937014097967))",37.5
osgb4000000020920931,-1,"((-3.5284666214693625, 50.904997926305811), (-3.5280727304559725, 50.904878350646108))",37.5
osgb4000000020920931,1,"((-3.5283940001775811, 50.90523714617953), (-3.528000109164191, 50.905117570519828))",37.5
osgb4000000021047550,1,"((-3.4853665248822603, 50.986825115404308), (-3.4858016266115501, 50.986624470673611))",37.5
osgb4000000021047550,-1,"((-3.4854712156720771, 50.987052139276457), (-3.4859063174013669, 50.98685149454576))",37.5
osgb4000000021053716,1,"((-3.8550863441182863, 50.904391038985402), (-3.8549588203781062, 50.904383883869201))",37.5
osgb4000000021053716,-1,"((-3.8551003491187092, 50.904141431573727), (-3.8549728253785291, 50.904134276457526))",37.5
osgb4000000021053718,-1,"((-3.8541077862334649, 50.904089739789974), (-3.8539589524272349, 50.904072453874278))",37.5
osgb4000000021053718,1,"((-3.8540789445053281, 50.904338070526535), (-3.853930110699098, 50.904320784610839))",37.5
osgb4000000020925693,-1,"((-3.8332210931305584, 50.897318257339009), (-3.8331920314494883, 50.897282200929709))",37.5
osgb4000000020925693,1,"((-3.8330264474908122, 50.897475142886229), (-3.8329973858097421, 50.897439086476929))",37.5
osgb4000000021054823,1,"((-3.497124750536428, 50.908257253993511), (-3.4968829348376582, 50.908087950876713))",37.5
osgb4000000021054823,-1,"((-3.497268134383098, 50.908052458796995), (-3.4970263186843282, 50.907883155680196))",37.5
osgb4000000020914471,-1,"((-3.7495503954083431, 50.888825106869781), (-3.7494090495939734, 50.888860321238084))",37.5
osgb4000000020914471,1,"((-3.749610832090835, 50.889067691715574), (-3.7494694862764653, 50.889102906083878))",37.5
osgb4000000020920580,-1,"((-3.7217123365438911, 50.894729435894554), (-3.721556455607351, 50.894732086373153))",37.5
osgb4000000020920580,1,"((-3.7217165867357389, 50.894979399763677), (-3.7215607057991988, 50.894982050242277))",37.5
osgb4000000020922222,1,"((-3.524408814651093, 51.008084940288569), (-3.5244256561557932, 51.00808820073167))",37.5
osgb4000000020922222,-1,"((-3.5243612979782544, 51.008330383083944), (-3.5243781394829545, 51.008333643527045))",37.5
osgb4000000021061371,1,"((-3.5207422586761945, 50.984568387168707), (-3.5206611214008947, 50.984608481939809))",37.5
osgb4000000021061371,-1,"((-3.5206315036840037, 50.984344259232692), (-3.5205503664087039, 50.984384354003794))",37.5
osgb4000000021061372,-1,"((-3.5207864452680577, 50.984682952979952), (-3.5207551640903878, 50.984616426051751))",37.5
osgb4000000021061372,1,"((-3.520560207047188, 50.984789330926063), (-3.520528925869518, 50.984722803997862))",37.5
osgb4000000020916405,-1,"((-3.8717320467194223, 50.845377407059232), (-3.8718963248738021, 50.845339696536335))",37.5
osgb4000000020916405,1,"((-3.8716761132747419, 50.845133744485643), (-3.8718403914291217, 50.845096033962747))",37.5
osgb4000000020920567,1,"((-3.7336347496558635, 50.889864355868305), (-3.7333628710717734, 50.89001961598531))",37.5
osgb4000000020920567,-1,"((-3.733510774563058, 50.889647261012627), (-3.733238895978968, 50.889802521129631))",37.5
osgb4000000021063368,-1,"((-3.4843106670005421, 50.989374010724951), (-3.4844032781879823, 50.989397555013554))",37.5
osgb4000000021063368,1,"((-3.4843722644135111, 50.989131718012068), (-3.4844648756009513, 50.98915526230067))",37.5
osgb4000000020915019,-1,"((-3.4701206430667182, 50.999865327657808), (-3.4701630968830179, 50.999855800427603))",37.5
osgb4000000020915019,1,"((-3.4700659010862229, 50.999621394643292), (-3.4701083549025227, 50.999611867413087))",37.5
osgb4000000020920464,1,"((-3.8746214999614859, 50.887739661701296), (-3.874609817117566, 50.887802803106098))",37.5
osgb4000000020920464,-1,"((-3.8743756724862424, 50.887694177061967), (-3.8743639896423225, 50.887757318466768))",37.5
osgb4000000021622913,1,"((-3.4025391479764648, 50.821132618783494), (-3.4024490446786451, 50.821168811041794))",37.5
osgb4000000021622913,-1,"((-3.4024459653900068, 50.820900633858166), (-3.402355862092187, 50.820936826116466))",37.5
osgb4000000021615344,1,"((-3.3980968360752497, 50.82245564276198), (-3.3980451124470195, 50.822483133928081))",37.5
osgb4000000021615344,-1,"((-3.3979795040374334, 50.822234886804182), (-3.3979277804092032, 50.822262377970283))",37.5
osgb4000000021701589,1,"((-3.3924170996123775, 50.831883215618205), (-3.3924519252733276, 50.831622001920003))",37.5
osgb4000000021701589,-1,"((-3.3926649069395149, 50.831916253908368), (-3.3926997326004651, 50.831655040210165))",37.5
osgb4000000021615353,-1,"((-3.3924222555296395, 50.836833065045099), (-3.3923043996411795, 50.836690583278902))",37.5
osgb4000000021615353,1,"((-3.3922296170731663, 50.836992408777597), (-3.3921117611847063, 50.8368499270114))",37.5
osgb4000000021622930,1,"((-3.3935769745070061, 50.827592036006124), (-3.3935287596803261, 50.827706643702626))",37.5
osgb4000000021622930,-1,"((-3.3933465361576127, 50.827495091861749), (-3.3932983213309327, 50.827609699558252))",37.5
osgb4000000021701588,-1,"((-3.3926999707462184, 50.83165311101191), (-3.3927224740601281, 50.831454995633813))",37.5
osgb4000000021701588,1,"((-3.3924515680546978, 50.831624895717383), (-3.3924740713686075, 50.831426780339285))",37.5
osgb4000000021622935,1,"((-3.3917570433221962, 50.841821532998075), (-3.391551288237836, 50.840881078844376))",37.5
osgb4000000021622935,-1,"((-3.3920012666600359, 50.841768101160618), (-3.3917955115756757, 50.840827647006918))",37.5
osgb5000005120269490,-1,"((-3.3929337282944605, 50.837562470477501), (-3.3929326575112504, 50.837526511165301))",37.5
osgb5000005120269490,1,"((-3.392683839059234, 50.837569911587501), (-3.3926827682760239, 50.837533952275301))",37.5
osgb4000000021744448,-1,"((-3.3925677141360771, 50.837000297075186), (-3.3924206608829874, 50.836831184877887))",37.5
osgb4000000021744448,1,"((-3.3923790622962335, 50.837164341225716), (-3.3922320090431439, 50.836995229028417))",37.5
osgb4000000021744459,-1,"((-3.3942580507757301, 50.848346509043097), (-3.39348999378897, 50.847629598591901))",37.5
osgb4000000021744459,1,"((-3.3940874639311303, 50.848529266063345), (-3.3933194069443702, 50.847812355612149))",37.5
osgb4000000021659767,-1,"((-3.3941213925437363, 50.848492538015556), (-3.3943742204234764, 50.848729755578056))",37.5
osgb4000000021659767,1,"((-3.3942924512791204, 50.848310222604667), (-3.3945452791588604, 50.848547440167167))",37.5
osgb4000000021770286,-1,"((-3.3945643076581158, 50.84889027061886), (-3.3946179493167956, 50.848958425875956))",37.5
osgb4000000021770286,1,"((-3.3947607596098766, 50.848735652926962), (-3.3948144012685564, 50.848803808184059))",37.5
osgb4000000021659768,-1,"((-3.3947859220866108, 50.849472332989912), (-3.3945388948591209, 50.849680326782511))",37.5
osgb4000000021659768,1,"((-3.3949469428255088, 50.84966357190239), (-3.3946999155980189, 50.84987156569499))",37.5
osgb4000000021659794,-1,"((-3.3939980962914187, 50.85056671975974), (-3.393996923204079, 50.851003793865743))",37.5
osgb4000000021659794,1,"((-3.3942480953909717, 50.850567390746136), (-3.394246922303632, 50.851004464852139))",37.5
osgb4000000021659795,-1,"((-3.3942781939098619, 50.852131542996432), (-3.3943907435297818, 50.852570854971134))",37.5
osgb4000000021659795,1,"((-3.3945203724018826, 50.852069498028847), (-3.3946329220218026, 50.852508810003549))",37.5
osgb4000000021783629,1,"((-3.3942467104706031, 50.851012041413561), (-3.394243067330633, 50.851080431789363))",37.5
osgb4000000021783629,-1,"((-3.3939970644260984, 50.8509987428248), (-3.3939934212861282, 50.851067133200601))",37.5
osgb4000000021701640,1,"((-3.3947029359708676, 50.852828558872922), (-3.3947096403151376, 50.853053303812523))",37.5
osgb4000000021701640,-1,"((-3.3944530471320218, 50.852836013282385), (-3.3944597514762918, 50.853060758221986))",37.5
osgb4000000021659793,1,"((-3.3942586923942457, 50.851112063491044), (-3.3943612747756755, 50.851504092751739))",37.5
osgb4000000021659793,-1,"((-3.3940168354409699, 50.851175350252312), (-3.3941194178223997, 50.851567379513007))",37.5
osgb4000000022048085,1,"((-3.392557141063623, 50.855806422251909), (-3.3925471948704229, 50.855702438040112))",37.5
osgb4000000022048085,-1,"((-3.3928060052126514, 50.855782618148723), (-3.3927960590194512, 50.855678633936925))",37.5
osgb4000000021659796,-1,"((-3.3944246433613143, 50.853298731715974), (-3.3943920920089243, 50.853381964332272))",37.5
osgb4000000021659796,1,"((-3.3946574710744035, 50.853389788050286), (-3.3946249197220135, 50.853473020666584))",37.5
osgb4000000021701641,-1,"((-3.3936900178304659, 50.854106549358406), (-3.3935514811099159, 50.854225113278908))",37.5
osgb4000000021701641,1,"((-3.393852571908976, 50.854296486641637), (-3.3937140351884261, 50.854415050562139))",37.5
osgb4000000021701642,-1,"((-3.3930554205075785, 50.855061661538649), (-3.3933724277840884, 50.854734128195645))",37.5
osgb4000000021701642,1,"((-3.3928757808057073, 50.854887794987782), (-3.3931927880822172, 50.854560261644778))",37.5
osgb4000000021744490,1,"((-3.3926593165263954, 50.855092709482371), (-3.3928803932772751, 50.854883231160876))",37.5
osgb4000000021744490,-1,"((-3.3928312687756534, 50.855274182411414), (-3.3930523455265331, 50.855064704089919))",37.5
osgb4000000021659797,1,"((-3.3925432858914215, 50.855628614150739), (-3.3925352359279115, 50.855470964067038))",37.5
osgb4000000021659797,-1,"((-3.3927929606085692, 50.855615865205003), (-3.3927849106450592, 50.855458215121303))",37.5
osgb4000000021659826,1,"((-3.3927219404702358, 50.857384524898009), (-3.3927276808259257, 50.857339716215307))",37.5
osgb4000000021659826,-1,"((-3.3929699139197265, 50.857416292308159), (-3.3929756542754164, 50.857371483625457))",37.5
osgb4000000021635565,-1,"((-3.392192842803083, 50.860241840398032), (-3.3921923537589831, 50.860239732880238))",37.5
osgb4000000021635565,1,"((-3.39194931338535, 50.860298350774947), (-3.3919488243412501, 50.860296243257153))",37.5
osgb4000000021659824,-1,"((-3.3928666121859674, 50.857901804230018), (-3.3929054714124978, 50.857775438415821))",37.5
osgb4000000021659824,1,"((-3.3926276554445236, 50.857828321744222), (-3.392666514671054, 50.857701955930025))",37.5
osgb4000000021659827,1,"((-3.3919171665864649, 50.858897072196939), (-3.3919308346349051, 50.858878923136338))",37.5
osgb4000000021659827,-1,"((-3.3921168690848735, 50.859047468048374), (-3.3921305371333137, 50.859029318987773))",37.5
osgb4000000022108450,-1,"((-3.3928511812581799, 50.861728216806718), (-3.3928274364558302, 50.86169290599932))",37.5
osgb4000000022108450,1,"((-3.3926437242298548, 50.861867721578669), (-3.3926199794275052, 50.861832410771271))",37.5
osgb4000000021659825,-1,"((-3.3927016375053265, 50.861415413583721), (-3.3925770065836569, 50.861143559178821))",37.5
osgb4000000021659825,1,"((-3.3924743811117102, 50.861519598666916), (-3.3923497501900406, 50.861247744262016))",37.5
osgb4000000021783630,-1,"((-3.3923817736277191, 50.860695473195506), (-3.3923384726263492, 50.860610376639805))",37.5
osgb4000000021783630,1,"((-3.3921589607475462, 50.860808850531988), (-3.3921156597461763, 50.860723753976288))",37.5
osgb4000000021701687,-1,"((-3.3932842089383906, 50.862771447294534), (-3.3933091341958503, 50.862654240826231))",37.5
osgb4000000021701687,1,"((-3.3930396772385389, 50.862719444912209), (-3.3930646024959987, 50.862602238443905))",37.5
osgb4000000021635596,-1,"((-3.3917715344372708, 50.865163769045864), (-3.3919416261842206, 50.864837192363964))",37.5
osgb4000000021635596,1,"((-3.3915498058397695, 50.86504828558796), (-3.3917198975867193, 50.86472170890606))",37.5
osgb4000000021701688,1,"((-3.3925945858432787, 50.86324120646416), (-3.3927320794621485, 50.863086684419862))",37.5
osgb4000000021701688,-1,"((-3.3927813537101481, 50.863407392395892), (-3.3929188473290179, 50.863252870351594))",37.5
osgb4000000021744523,1,"((-3.3908276627631131, 50.859409283422472), (-3.3907853193481832, 50.859418781157871))",37.5
osgb4000000021744523,-1,"((-3.3907729466664915, 50.85916534460069), (-3.3907306032515616, 50.859174842336088))",37.5
osgb4000000021701702,1,"((-3.3920662907837493, 50.85913441970704), (-3.3918261689562996, 50.859182249341238))",37.5
osgb4000000021701702,-1,"((-3.3920174529533504, 50.858889236374971), (-3.3917773311259007, 50.858937066009169))",37.5
osgb4000000021701703,1,"((-3.3914797078178651, 50.859256960858794), (-3.3910565431688249, 50.859360929664895))",37.5
osgb4000000021701703,-1,"((-3.3914200584380731, 50.859014181223131), (-3.3909968937890329, 50.859118150029232))",37.5
osgb4000000021659844,-1,"((-3.3866169527554661, 50.860661467006601), (-3.3862286518171061, 50.860692331670705))",37.5
osgb4000000021659844,1,"((-3.3866367618891258, 50.860910680967336), (-3.3862484609507657, 50.860941545631441))",37.5
osgb4000000021659857,-1,"((-3.3917034701846736, 50.865920914251483), (-3.3916855163535233, 50.865795226634276))",37.5
osgb4000000021659857,1,"((-3.39145598238599, 50.865956266613537), (-3.3914380285548398, 50.865830578996331))",37.5
osgb4000000021635597,1,"((-3.3913932821473116, 50.867110580528212), (-3.3914736990185919, 50.866947747803017))",37.5
osgb4000000021635597,-1,"((-3.3916174365931253, 50.867221281858022), (-3.3916978534644056, 50.867058449132827))",37.5
osgb4000000021622974,-1,"((-3.3883156435660404, 50.870171406339566), (-3.3885515300374807, 50.870039775220164))",37.5
osgb4000000021622974,1,"((-3.3881938206885893, 50.869953096498904), (-3.3884297071600296, 50.869821465379502))",37.5
osgb4000000021701717,1,"((-3.3907485624702676, 50.867544254088713), (-3.3908561980055674, 50.867509391272812))",37.5
osgb4000000021701717,-1,"((-3.3908255966568883, 50.867782089607701), (-3.3909332321921881, 50.867747226791799))",37.5
osgb4000000021622973,1,"((-3.3868890693651785, 50.872836631129267), (-3.3870269360782683, 50.872214477376268))",37.5
osgb4000000021622973,-1,"((-3.3871331484603147, 50.872890718052986), (-3.3872710151734045, 50.872268564299986))",37.5
osgb4000000021622986,-1,"((-3.3862892448854551, 50.876917380040368), (-3.386442889209845, 50.876730299686074))",37.5
osgb4000000021622986,1,"((-3.386096048722993, 50.87675871295869), (-3.3862496930473829, 50.876571632604396))",37.5
osgb4000000021622988,1,"((-3.3815265401397854, 50.879911716724116), (-3.3820872251942955, 50.879644281347417))",37.5
osgb4000000021622988,-1,"((-3.3816341686759763, 50.880137362681751), (-3.3821948537304865, 50.879869927305052))",37.5
osgb4000000021659878,1,"((-3.3805939714300579, 50.880358147652501), (-3.3806779034390879, 50.8803121897976))",37.5
osgb4000000021659878,-1,"((-3.3807140402133449, 50.880577427125502), (-3.3807979722223749, 50.880531469270601))",37.5
osgb4000000021744575,1,"((-3.380292903317069, 50.880501939679547), (-3.380601275413909, 50.880354404273248))",37.5
osgb4000000021744575,-1,"((-3.3804007987939375, 50.880727458117974), (-3.3807091708907775, 50.880579922711675))",37.5
osgb4000000021659879,1,"((-3.3804239916876324, 50.880771777816435), (-3.3802558603584822, 50.880854703102031))",37.5
osgb4000000021659879,-1,"((-3.3803134065468954, 50.880547566026713), (-3.3801452752177452, 50.88063049131231))",37.5
osgb5000005120269493,-1,"((-3.3780449967809365, 50.881738217056707), (-3.3774448551656366, 50.882131316253208))",37.5
osgb5000005120269493,1,"((-3.3781819796862456, 50.881947347837929), (-3.3775818380709457, 50.88234044703443))",37.5
osgb4000000021615384,1,"((-3.3775833158317297, 50.88233946655275), (-3.3772948542919896, 50.882533323960352))",37.5
osgb4000000021615384,-1,"((-3.3774438699917804, 50.882131969907668), (-3.3771554084520403, 50.88232582731527))",37.5
osgb4000000021744585,1,"((-3.3716231728782495, 50.887911586254134), (-3.3714887289952995, 50.888110857907229))",37.5
osgb4000000021744585,-1,"((-3.3714159296167674, 50.88777176411508), (-3.3712814857338174, 50.887971035768174))",37.5
osgb4000000021635624,1,"((-3.3718957114399264, 50.887502772039518), (-3.3718583822348664, 50.887554245743416))",37.5
osgb4000000021635624,-1,"((-3.3716933289535151, 50.887356002392814), (-3.3716559997484552, 50.887407476096712))",37.5
osgb4000000022049033,-1,"((-3.3691576331491637, 50.890814014386429), (-3.3690878757891736, 50.890902648764332))",37.5
osgb4000000022049033,1,"((-3.3693540876967547, 50.890968628780101), (-3.3692843303367646, 50.891057263158004))",37.5
osgb4000000021622996,-1,"((-3.3690019832437419, 50.891034765476512), (-3.368913514396402, 50.891166569483211))",37.5
osgb4000000021622996,1,"((-3.3692095590256117, 50.891174093487983), (-3.3691210901782718, 50.891305897494682))",37.5
osgb4000000021770448,-1,"((-3.3675876100740552, 50.893671234281399), (-3.3674519601674251, 50.893828518375798))",37.5
osgb4000000021770448,1,"((-3.367776926742942, 50.893834510730656), (-3.367641276836312, 50.893991794825055))",37.5
osgb4000000021635635,-1,"((-3.3634683651337709, 50.894756482319146), (-3.3641738299621808, 50.894572939331042))",37.5
osgb4000000021635635,1,"((-3.3634054174373937, 50.894514536896537), (-3.3641108822658037, 50.894330993908433))",37.5
osgb4000000021744612,-1,"((-3.3670287476102385, 50.893546426011632), (-3.3670995552156886, 50.893536603653132))",37.5
osgb4000000021744612,1,"((-3.3669943967970171, 50.893298797213568), (-3.3670652044024671, 50.893288974855068))",37.5
osgb4000000021770450,-1,"((-3.366956389127151, 50.893598153948489), (-3.3670658729440111, 50.893533471441991))",37.5
osgb4000000021770450,1,"((-3.3668292249794982, 50.89338291157452), (-3.3669387087963583, 50.893318229068022))",37.5
osgb4000000021659917,1,"((-3.3675490749158552, 50.894149923869762), (-3.3674931140971651, 50.894250131198362))",37.5
osgb4000000021659917,-1,"((-3.3673308043685966, 50.894028030604161), (-3.3672748435499065, 50.894128237932762))",37.5
osgb4000000021701800,-1,"((-3.3669244858510456, 50.894791858343858), (-3.3668870158729156, 50.894860265736462))",37.5
osgb4000000021701800,1,"((-3.3671437480518311, 50.894911958665702), (-3.3671062780737011, 50.894980366058306))",37.5
osgb4000000021635628,1,"((-3.366878272212297, 50.89535276066357), (-3.3667678742375471, 50.895518480051976))",37.5
osgb4000000021635628,-1,"((-3.3666702123567855, 50.895214156563618), (-3.3665598143820357, 50.895379875952024))",37.5
osgb4000000021615683,-1,"((-3.3519693749022861, 50.898287891530309), (-3.3523018896491563, 50.89818178087971))",37.5
osgb4000000021615683,1,"((-3.3518933720595454, 50.898049724429526), (-3.3522258868064156, 50.897943613778928))",37.5
osgb4000000021635656,1,"((-3.3628018510882893, 50.899193440093043), (-3.3623581178757895, 50.899458866290942))",37.5
osgb4000000021635656,-1,"((-3.3626735165615571, 50.898978893479814), (-3.3622297833490573, 50.899244319677713))",37.5
osgb4000000021623007,1,"((-3.3660383660083202, 50.896522534075466), (-3.3658461937753703, 50.896758598951671))",37.5
osgb4000000021623007,-1,"((-3.3658444861246695, 50.896364703182684), (-3.3656523138917196, 50.896600768058889))",37.5
osgb4000000021635657,1,"((-3.35982816473323, 50.900559964944456), (-3.3583306382043401, 50.901120592473958))",37.5
osgb4000000021635657,-1,"((-3.3597405134059297, 50.900325834116025), (-3.3582429868770398, 50.900886461645527))",37.5
osgb4000000021659955,1,"((-3.3610990384619974, 50.900018411148743), (-3.3603739572374076, 50.900340114652046))",37.5
osgb4000000021659955,-1,"((-3.360997649881285, 50.899789893412667), (-3.3602725686566952, 50.90011159691597))",37.5
osgb4000000021636000,-1,"((-3.3327730232994734, 50.904512183122591), (-3.3329665326439635, 50.904463390148592))",37.5
osgb4000000021636000,1,"((-3.3327118994680394, 50.904269770504868), (-3.3329054088125294, 50.904220977530869))",37.5
osgb4000000021623394,-1,"((-3.3302091551062967, 50.905070604237849), (-3.3304314508219766, 50.905018645655851))",37.5
osgb4000000021623394,1,"((-3.3301522546699549, 50.904827165661729), (-3.3303745503856348, 50.90477520707973))",37.5
osgb4000000021787712,1,"((-3.3520011408883663, 50.898329135674153), (-3.3519534628240963, 50.898350848271953))",37.5
osgb4000000021787712,-1,"((-3.3518975290164055, 50.898101617367224), (-3.3518498509521355, 50.898123329965024))",37.5
osgb4000000021615685,-1,"((-3.3518626282746835, 50.898118534476396), (-3.3514419200308336, 50.898244424545496))",37.5
osgb4000000021615685,1,"((-3.3519342968402746, 50.898358041504906), (-3.3515135885964247, 50.898483931574006))",37.5
osgb4000000021702094,-1,"((-3.3406501036807148, 50.901433586299724), (-3.3400392894590047, 50.901486527854523))",37.5
osgb4000000021702094,1,"((-3.3406716911818526, 50.901682652515412), (-3.3400608769601425, 50.90173559407021))",37.5
osgb4000000021623391,-1,"((-3.354710870048986, 50.903213755198841), (-3.3543670180201262, 50.903630043545945))",37.5
osgb4000000021623391,1,"((-3.3549036192041957, 50.903372965007478), (-3.3545597671753358, 50.903789253354581))",37.5
osgb4000000021660232,-1,"((-3.3529968671679922, 50.905639213333423), (-3.3524507716369421, 50.90642630601613))",37.5
osgb4000000021660232,1,"((-3.3532022703579867, 50.905781724840111), (-3.3526561748269366, 50.906568817522817))",37.5
osgb4000000021702096,-1,"((-3.3532770440392543, 50.905241666635305), (-3.3529972889594144, 50.905638610153105))",37.5
osgb4000000021702096,1,"((-3.3534813927506937, 50.905385686092785), (-3.3532016376708538, 50.905782629610584))",37.5
osgb4000000021635999,-1,"((-3.3398626298279259, 50.901519400239735), (-3.3395804588265658, 50.901607019647038))",37.5
osgb4000000021635999,1,"((-3.3399367675233362, 50.90175815451115), (-3.3396545965219762, 50.901845773918453))",37.5
osgb4000000021702101,1,"((-3.3362593347466483, 50.903570913251876), (-3.336286642297468, 50.903553568057177))",37.5
osgb4000000021702101,-1,"((-3.3363933757018014, 50.903781941738913), (-3.3364206832526211, 50.903764596544214))",37.5
osgb4000000021660236,1,"((-3.3343669871413693, 50.90395620024286), (-3.3345156030982692, 50.903919167950264))",37.5
osgb4000000021660236,-1,"((-3.3344274340719537, 50.904198782535254), (-3.3345760500288537, 50.904161750242658))",37.5
osgb4000000021660243,1,"((-3.3285327375659826, 50.905537618531405), (-3.3290487420437325, 50.905294583392106))",37.5
osgb4000000021660243,-1,"((-3.3286392619975618, 50.905763787816404), (-3.3291552664753117, 50.905520752677106))",37.5
osgb4000000021702113,-1,"((-3.3278820353385679, 50.906124103251308), (-3.3280892561959079, 50.906013956957807))",37.5
osgb4000000021702113,1,"((-3.3277646965088734, 50.905903350903543), (-3.3279719173662135, 50.905793204610042))",37.5
osgb4000000021770598,1,"((-3.3276254163718022, 50.905995859630735), (-3.3277347389212322, 50.905920586611835))",37.5
osgb4000000021770598,-1,"((-3.3277671940479823, 50.906201770025177), (-3.3278765165974122, 50.906126497006277))",37.5
osgb4000000021702114,1,"((-3.3271309805537292, 50.906146546386246), (-3.3272439356991494, 50.906128930866842))",37.5
osgb4000000021702114,-1,"((-3.3271695027850638, 50.906393560632175), (-3.327282457930484, 50.906375945112771))",37.5
